evaluated_at_utc,evaluated_at_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,ATSI,7411.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,ATSI,7414.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,ATSI,7417.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,ATSI,7419.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,ATSI,7422.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,ATSI,7424.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,ATSI,7426.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,ATSI,7428.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,ATSI,7430.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,ATSI,7431.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,ATSI,7432.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,ATSI,7433.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,ATSI,7433.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,ATSI,7433.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,ATSI,7432.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,ATSI,7431.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,ATSI,7430.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,ATSI,7428.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,ATSI,7425.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,ATSI,7422.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,ATSI,7418.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,ATSI,7413.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,ATSI,7408.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,JCP&L/MIDATL,2009.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,JCP&L/MIDATL,2011.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,JCP&L/MIDATL,2013.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,JCP&L/MIDATL,2016.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,JCP&L/MIDATL,2019.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,JCP&L/MIDATL,2023.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,JCP&L/MIDATL,2027.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,JCP&L/MIDATL,2031.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,JCP&L/MIDATL,2035.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,JCP&L/MIDATL,2040.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,JCP&L/MIDATL,2045.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,JCP&L/MIDATL,2050.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,JCP&L/MIDATL,2055.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,JCP&L/MIDATL,2061.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,JCP&L/MIDATL,2066.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,JCP&L/MIDATL,2071.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,JCP&L/MIDATL,2076.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,JCP&L/MIDATL,2081.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,JCP&L/MIDATL,2086.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,JCP&L/MIDATL,2091.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,JCP&L/MIDATL,2096.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,JCP&L/MIDATL,2101.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,JCP&L/MIDATL,2106.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,JCP&L/MIDATL,2111.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,METED/MIDATL,1691.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,METED/MIDATL,1692.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,METED/MIDATL,1693.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,METED/MIDATL,1694.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,METED/MIDATL,1695.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,METED/MIDATL,1696.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,METED/MIDATL,1697.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,METED/MIDATL,1699.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,METED/MIDATL,1700.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,METED/MIDATL,1702.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,METED/MIDATL,1703.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,METED/MIDATL,1704.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,METED/MIDATL,1705.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,METED/MIDATL,1706.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,METED/MIDATL,1707.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,METED/MIDATL,1708.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,METED/MIDATL,1708.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,METED/MIDATL,1708.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,METED/MIDATL,1708.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,AE/MIDATL,832.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,AE/MIDATL,832.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,AE/MIDATL,833.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,AE/MIDATL,834.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,AE/MIDATL,835.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,AE/MIDATL,837.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,AE/MIDATL,838.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,AE/MIDATL,840.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,AE/MIDATL,842.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,AE/MIDATL,845.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,AE/MIDATL,847.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,AE/MIDATL,850.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,AE/MIDATL,852.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,AE/MIDATL,855.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,AE/MIDATL,858.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,AE/MIDATL,861.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,AE/MIDATL,864.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,AE/MIDATL,867.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,AE/MIDATL,870.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,AE/MIDATL,874.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,AE/MIDATL,877.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,AE/MIDATL,881.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,AE/MIDATL,884.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,AE/MIDATL,888.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,AEP,13733.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,AEP,13735.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,AEP,13737.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,AEP,13738.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,AEP,13739.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,AEP,13739.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,AEP,13739.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,AEP,13738.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,AEP,13737.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,AEP,13734.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,AEP,13731.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,AEP,13728.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,AEP,13723.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,AEP,13718.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:20:00 PM,10/15/2020 1:20:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,AEP,13712.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:25:00 PM,10/15/2020 1:25:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,AEP,13705.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:30:00 PM,10/15/2020 1:30:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,AEP,13696.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:35:00 PM,10/15/2020 1:35:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,AEP,13687.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:40:00 PM,10/15/2020 1:40:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,AEP,13678.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:45:00 PM,10/15/2020 1:45:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,AEP,13667.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:50:00 PM,10/15/2020 1:50:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,AEP,13656.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:55:00 PM,10/15/2020 1:55:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,AEP,13644.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:00:00 PM,10/15/2020 2:00:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,AEP,13631.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 6:05:00 PM,10/15/2020 2:05:00 PM,10/15/2020 6:10:00 PM,10/15/2020 2:10:00 PM,AEP,13618.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,AP,5160.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:15:00 PM,10/15/2020 12:15:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,AP,5163.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:20:00 PM,10/15/2020 12:20:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,AP,5166.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:25:00 PM,10/15/2020 12:25:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,AP,5169.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:30:00 PM,10/15/2020 12:30:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,AP,5172.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:35:00 PM,10/15/2020 12:35:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,AP,5175.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:40:00 PM,10/15/2020 12:40:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,AP,5179.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:45:00 PM,10/15/2020 12:45:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,AP,5182.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:50:00 PM,10/15/2020 12:50:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,AP,5186.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 4:55:00 PM,10/15/2020 12:55:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,AP,5189.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:00:00 PM,10/15/2020 1:00:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,AP,5192.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:05:00 PM,10/15/2020 1:05:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,AP,5195.000000
10/15/2020 4:10:00 PM,10/15/2020 12:10:00 PM,10/15/2020 5:10:00 PM,10/15/2020 1:10:00 PM,10/15/2020 5:15:00 PM,10/15/2020 1:15:00 PM,AP,5198.000000
