PNODEID,PNODENAME,PNODETYPE,STATE
65732107,WHITEROC13.8 KV 110-2LD,LOAD,MD
65732109,WHITEROC34.5 KV 110-1LD,LOAD,MD
65732111,WHITEROC34.5 KV 110-3LD,LOAD,MD
65732113,WHITEROC115 KV COL PIPE,LOAD,MD
65732117,LEWIS 69 KV FAA,LOAD,NJ
65732119,WELLS 69 KV WELLSLD,LOAD,DE
65732125,1210 138 KV J 401,LOAD,IL
65732129,PROGRESS138 KV XT2 LOAD,LOAD,OH
65732131,STEUBENV69 KV LOAD1,LOAD,OH
65732133,TIDD_AEP69 KV LOAD1,LOAD,OH
65732137,ETOWANDA115 KV NTIER,GEN,PA
65732139,WESTVACO138 KV WVACO G1,GEN,MD
65732141,WESTVACO138 KV WVACO G2,GEN,MD
65732155,ZELDA 18 KV UNIT 1,GEN,KY
65732157,ZELDA 18 KV UNIT 2,GEN,KY
65732159,ZELDA 18 KV UNIT 3,GEN,KY
65732163,ARGENTA2345 KV GENDUMMY,EXT,IL
67165679,ORCHARD EHV LMP,EHV,NJ
67719493,SADDLEBR138 KV T-4,LOAD,NJ
67719495,SWARK 13 KV BUS1,LOAD,PA
67719497,SWARK 13 KV BUS3,LOAD,PA
67719499,USSTEEL 69 KV LOAD A,LOAD,PA
67719501,USSTEEL 69 KV LOAD B,LOAD,PA
67719503,SUSQT10 230 KV T10X,LOAD,PA
67719505,SUSQUEHA24 KV T11,LOAD,PA
67719509,SUSQUEHA24 KV T12,LOAD,PA
67719513,SUSQUEHA230 KV T20X,LOAD,PA
67719515,E TOWSON13.8 KV 110-1LD,LOAD,MD
67719517,E TOWSON13.8 KV 110-2LD,LOAD,MD
67719519,E TOWSON13.8 KV 110-5LD,LOAD,MD
67719521,E TOWSON34.5 KV 110-3LD,LOAD,MD
67719523,E TOWSON34.5 KV 110-4LD,LOAD,MD
67719525,PERRYMAN115 KV 110-1LD,LOAD,MD
67719527,SHAWANRD34.5 KV 110-1LD,LOAD,MD
67719529,SHAWANRD34.5 KV 110-2LD,LOAD,MD
67719531,DRAKESTO115 KV LD 1,LOAD,NJ
67719533,MORGANTO230 KV FCIR80,LOAD,MD
67719535,MORGANTO230 KV FCIR90,LOAD,MD
67719537,HREACHIE138 KV T1,LOAD,MD
67719539,LIMEKILN230 KV T3,LOAD,MD
67719541,MCCAIN 230 KV T2 LOAD,LOAD,MD
67719543,391 ARGY138 KV TR71,LOAD,IL
67719545,521 BRIS138 KV TR71,LOAD,IL
67719547,521 BRIS138 KV TR72,LOAD,IL
67719549,592 OSWE138 KV TR74 12,LOAD,IL
67719551,86 DAVIS138 KV TR71,LOAD,IL
67719553,BLENDON 138 KV T3,LOAD,OH
67719555,CONESVIL138 KV RAT4,LOAD,OH
67719557,CONESVIL138 KV RAT5-6,LOAD,OH
67719559,FLOYD 138 KV T-4,LOAD,VA
67719561,GARRISON138 KV ELKRUN,LOAD,VA
67719563,HYATTCS 138 KV T2 LOAD,LOAD,VA
67719565,MORGANFK138 KV T2LOAD,LOAD,KY
67719569,ROCKHOUS138 KV REPUBLIC,LOAD,VA
67719571,SAWMILL 138 KV T4,LOAD,OH
67719573,STRABURG138 KV T1LOAD,LOAD,OH
67719575,STUART2 345 KV BK5A7A,LOAD,OH
67719577,STUART2 345 KV BK6A8A,LOAD,OH
67719579,SISISKY 13.2 KV LOAD,LOAD,VA
67719581,GRASSFID35 KV TX1,LOAD,VA
67719583,TABB 35 KV TX2,LOAD,VA
67719585,THRASHER35 KV TX3,LOAD,VA
67719587,CHANCELR35 KV TX3,LOAD,VA
67719765,ELDRED 69 KV COMMONLF,GEN,PA
67719767,CARL PN 115 KV CUMBCOLF,GEN,PA
67719769,KRAYN 34.5 KV HIGHLDWF,GEN,PA
67719775,FOWLER 34.5 KV FWLR1AWF,GEN,IN
67719777,FOWLER 34.5 KV FWLR1BWF,GEN,IN
67719779,FOWLER 34.5 KV FWLR3WF,GEN,IN
67719787,DUNKIRK 115 KV GEN_1,EXT,NY
71856435,BRIDGEWA230 KV 26KV-3,LOAD,NJ
71856437,CINNAMIN138 KV T-3,LOAD,NJ
71856439,CINNAMIN138 KV T-4,LOAD,NJ
71856441,MEDFORD269 KV MEDFORD1,LOAD,NJ
71856445,CANINERD115 KV NSA3-1,LOAD,MD
71856447,CANINERD115 KV NSA3-2,LOAD,MD
71856449,CRYSTLSP13.8 KV 110-3LD,LOAD,MD
71856451,CRYSTLSP13.8 KV 110-4LD,LOAD,MD
71856453,ENGLISHT115 KV LOADTR,LOAD,NJ
71856455,SCRUBGRS13 KV AUXLD,LOAD,PA
71856457,CUMB AE 13.8 KV AUXLD1,LOAD,NJ
71856459,DEEPWATE13.2 KV AUXLD1,LOAD,NJ
71856461,PEDRICKT13.8 KV AUXLD1,LOAD,NJ
71856463,PEDRICKT13.8 KV AUXLD2,LOAD,NJ
71856465,SHERMAN 13.8 KV AUXLD1,LOAD,NJ
71856467,CHESRDGE138 KV TL1,LOAD,WV
71856471,CHTLAKE 138 KV T62,LOAD,WV
71856473,ETHELSPR138 KV T62,LOAD,PA
71856475,FREDERIC230 KV T1,LOAD,MD
71856477,FREDERIC230 KV T2,LOAD,MD
71856479,FREDERIC230 KV T5,LOAD,MD
71856481,FTMARRES138 KV SS LOAD,LOAD,WV
71856483,HATFIRES138 KV LDT1CS,LOAD,PA
71856485,HATFIRES138 KV LDT2CS,LOAD,PA
71856487,LARDIN 138 KV T62,LOAD,PA
71856489,LIMEKILN35 KV LOADFAI,LOAD,MD
71856491,LIMEKILN35 KV LOADBF1,LOAD,MD
71856493,LIMEKILN35 KV LOADFK1,LOAD,MD
71856495,LIMEKILN35 KV LOADAL8,LOAD,MD
71856497,MALDEN 138 KV T1,LOAD,PA
71856499,MCCAIN 230 KV T3 LOAD,LOAD,MD
71856501,MCCAIN 230 KV T4 LOAD,LOAD,MD
71856503,149 WILM138 KV TR79 34,LOAD,IL
71856505,ADENA 69 KV T1,LOAD,OH
71856507,CENTALUM138 KV LD1,LOAD,OH
71856509,CENTALUM138 KV LD2,LOAD,OH
71856511,CENTALUM138 KV LD3,LOAD,OH
71856513,CENTALUM138 KV LD4,LOAD,OH
71856519,BRAMBLET230 KV TX1,LOAD,VA
71856521,MTN RUN 34.5 KV LOAD1,LOAD,VA
71856523,MTN RUN 115 KV RECLOAD1,LOAD,VA
71856525,MTN RUN 115 KV RECLOAD2,LOAD,VA
71856527,MTN RUN 115 KV RECLOAD3,LOAD,VA
71856529,LEGIONVI138 KV T2,LOAD,PA
71856665,BAYONNE 13 KV COGEN1,GEN,NJ
71856667,BAYONNE 13 KV COGEN2,GEN,NJ
71856669,BAYONNE 13 KV COGEN3,GEN,NJ
71856671,BAYONNE 13 KV COGEN4,GEN,NJ
71856673,BAYONNE 13 KV COGEN5,GEN,NJ
71856675,LINDEN 13 KV UNIT07,GEN,NJ
71856677,LINDEN 13 KV UNIT08,GEN,NJ
71856681,BARBADOS35 KV REG BATT,GEN,PA
71856687,GOULDST 13 KV AMSTAR,GEN,MD
71856689,BIGBY 25 KV LOKOUTWF,GEN,PA
71856693,CENTRALC34.5 KV SHAFERWF,GEN,PA
71856695,LICKRUN 25 KV CASSELWF,GEN,PA
71856697,BEARROCK34.5 KV ARIDGWF1,GEN,PA
71856699,BEARROCK34.5 KV NALLGHWF,GEN,PA
71856701,BEARROCK34.5 KV P22A WF,GEN,PA
71856703,BEARROCK34.5 KV P22B WF,GEN,PA
71856705,BETHESDA34 KV BETHTRIA,GEN,MD
71856707,RITCHIE 69 KV PG COGEN,GEN,MD
71856709,RITCHIE 69 KV BROWNLF,GEN,MD
71856713,CUMB AE 13.8 KV CUMBCT,GEN,NJ
71856715,DEEPWATE13.2 KV UNIT01,GEN,NJ
71856717,PEDRICKT13.8 KV PCLP,GEN,NJ
71856719,PEDRICKT13.8 KV PCLPST,GEN,NJ
71856721,SHERMAN 13.8 KV CT 1,GEN,NJ
71856723,107 DIXO138 KV EVE WF,GEN,IL
71856727,MAYFLWRD69 KV MAYFLWR,GEN,MI
71856729,LAWRENC218 KV S1,GEN,IN
71856731,LAWRENC218 KV G1,GEN,IN
71856733,LAWRENC218 KV G2,GEN,IN
71856735,LAWRENC218 KV S2,GEN,IN
71856737,LAWRENC218 KV G3,GEN,IN
71856739,LAWRENC218 KV G4,GEN,IN
71856741,PSEGGLOB18 KV 6,GEN,OH
71856743,PSEGGLOB18 KV 7,GEN,OH
71856745,PSEGGLOB18 KV 8,GEN,OH
71856747,PSEGGLOB22 KV 5,GEN,OH
71856749,FOURRIVR13.8 KV ST501,GEN,VA
71856751,FOURRIVR13.8 KV GT501,GEN,VA
71856753,FOURRIVR13.8 KV GT502,GEN,VA
71856755,FOURRIVR13.8 KV ST601,GEN,VA
71856757,FOURRIVR13.8 KV GT601,GEN,VA
71856759,FOURRIVR13.8 KV GT602,GEN,VA
71856761,FOURRIVR18 KV NUG1,GEN,VA
71856763,HURT 13.8 KV G12,GEN,VA
71856765,HURT 13.8 KV G22,GEN,VA
71856767,NEAST 35 KV BFI LF,GEN,VA
71856769,SHACKLFD35 KV SHACKLF2,GEN,VA
71856771,SPRUANCE13.8 KV NUG1,GEN,VA
71856773,SPRUANCE13.8 KV NUG2,GEN,VA
71856775,BIRCHWD 18 KV NUG,GEN,VA
71856777,EDGECOMB13.8 KV NUG,GEN,NC
71856801,EFERMI 22 KV FE2,EXT,MI
74008579,ALDENE 230 KV T220-1,LOAD,NJ
74008581,ALDENE 230 KV T220-3,LOAD,NJ
74008583,MARION 138 KV LOAD1,LOAD,NJ
74008585,MARION 138 KV LOAD2,LOAD,NJ
74008587,SWATERFR26 KV T-3,LOAD,NJ
74008589,SWATERFR26 KV T-4,LOAD,NJ
74008591,GOSHEN 35 KV BUS3,LOAD,PA
74008593,TUNNEL 230 KV LOAD1,LOAD,PA
74008595,TUNNEL 230 KV LOAD2,LOAD,PA
74008597,GILBERTT138 KV LOAD2,LOAD,PA
74008599,MCMICHLS138 KV LOAD2,LOAD,PA
74008601,SUSQT10 230 KV T10Y,LOAD,PA
74008603,SUSQT10 230 KV T10Z,LOAD,PA
74008605,SUSQUEHA230 KV T20Y,LOAD,PA
74008607,SUSQUEHA230 KV T20Z,LOAD,PA
74008609,VANHISVI230 KV BOSTONRD,LOAD,NJ
74008613,APCI 115 KV API,LOAD,PA
74008615,KEYSTONE230 KV FGDS1,LOAD,PA
74008617,KEYSTONE230 KV FGDS2,LOAD,PA
74008619,BARNEGAT69 KV T1,LOAD,NJ
74008621,BRIDGEPO22 KV LOGAN SS,LOAD,NJ
74008625,BROOKHAV138 KV T2,LOAD,WV
74008627,HALFWAY 34 KV T4LD,LOAD,MD
74008629,INTCOAL 138 KV LOAD1,LOAD,WV
74008631,MARLOWE 34 KV LOAD2,LOAD,MD
74008633,PURSLEY 138 KV LOAD1,LOAD,PA
74008635,SLEEPYHO138 KV T4,LOAD,WV
74008637,STPAPER 138 KV LDSTP,LOAD,PA
74008639,WILLMCRK138 KV T1,LOAD,WV
74008641,WILLMCRK138 KV T2,LOAD,WV
74008643,WWINCHES138 KV T3,LOAD,VA
74008645,80 PONTI138 KV LOADTR76,LOAD,IL
74008647,FINKSTL 138 KV LOAD1,LOAD,IL
74008649,FINKSTL 138 KV LOAD2,LOAD,IL
74008651,GREIF 138 KV T1LOAD,LOAD,OH
74008653,GREIF 138 KV T2LOAD,LOAD,OH
74008655,BLUEJACK69 KV BK 2-3,LOAD,OH
74008659,CHICKHOM13 KV TX2,LOAD,VA
74008661,ELKO4 35 KV TX1,LOAD,VA
74008663,FIVEWORK115 KV HEC,LOAD,NC
74008665,LANDSTWN35 KV TX4,LOAD,VA
74008667,MCLAUGH 35 KV TX6,LOAD,VA
74008669,PENNIMAN35 KV TX1,LOAD,VA
74008671,KOPPELST138 KV T1,LOAD,PA
74008673,SEWICKLY138 KV LOAD1,LOAD,PA
74008695,SRIVER 13 KV G1,GEN,NJ
74008697,SRIVER 13 KV G3,GEN,NJ
74008699,SRIVER 13 KV G2,GEN,NJ
74008705,NORBECK 69 KV OAKSLF,GEN,MD
74008707,NORBECK 69 KV GUDELF,GEN,MD
74008709,BRIDGEPO22 KV LOGAN,GEN,NJ
74008711,NLONGVW 26 KV GEN 1,GEN,WV
74008715,959ERDBS34.5 KV BSWFBRS1,GEN,IL
74008717,959ERDBS34.5 KV BSWFNTS2,GEN,IL
74008719,959ERDBS34.5 KV BSWFZEF3,GEN,IL
74008721,959ERDBS34.5 KV BSWFERS4,GEN,IL
74008723,969 ECOG34.5 KV LENAWF,GEN,IL
74008725,976 CAYU34.5 KV CAYUG1WF,GEN,IL
74008727,976 CAYU34.5 KV CAYUG2WF,GEN,IL
74008735,FOOTHILL18 KV UNIT 4,GEN,KY
74008737,FOOTHILL18 KV UNIT 5,GEN,KY
74008739,BLUEJACK69 KV DTEBELLF,GEN,OH
74008741,SHACKLFD35 KV PENISULA,GEN,VA
74008743,LADYSMCT18 KV GT5,GEN,VA
74008753,20SPURLK18 KV 20S4,EXT,WI
75149773,CPLEIMP EXT LMP,EXT,NC
75149775,DUKIMP EXT LMP,EXT,NC
75149777,NCMPAIMPEXT LMP,EXT,PA
75149779,CPLEEXP EXT LMP,EXT,EXT
75149781,DUKEXP EXT LMP,EXT,EXT
75149783,NCMPAEXPEXT LMP,EXT,PA
76427681,METUCHEN26 KV 26KV-1,LOAD,NJ
76427683,METUCHEN26 KV 26KV-2,LOAD,NJ
76427685,METUCHEN11 KV 11KVLOAD,LOAD,NJ
76427687,BRADFORD35 KV KBUS2,LOAD,PA
76427689,ES3CONEW115 KV TR1,LOAD,PA
76427691,SHAWNEE 34 KV 4 BANK,LOAD,PA
76427693,PANDA 13 KV AT1,LOAD,MD
76427695,PANDA 13 KV AT2,LOAD,MD
76427697,CHAMBERS23 KV AUXLOAD,LOAD,NJ
76427699,OSAGE 138 KV T2,LOAD,WV
76427719,510 WEST138 KV TR71,LOAD,IL
76427721,510 WEST138 KV TR72,LOAD,IL
76427723,SAUKTR 138 KV TR1,LOAD,MI
76427725,STIMKEN 138 KV LD1,LOAD,OH
76427727,STIMKEN 138 KV LD2,LOAD,OH
76427729,STIMKEN 138 KV LD3,LOAD,OH
76427731,STIMKEN 138 KV LD4,LOAD,OH
76427733,BRNSWKDP69 KV LOAD,LOAD,VA
76427735,CHARLCTY34.5 KV TX2,LOAD,VA
76427737,TREGO 13 KV TX2,LOAD,VA
76427739,BECO 35 KV TX2,LOAD,VA
76427741,DRANESVL35 KV TX3,LOAD,VA
76427763,NORDONIA138 KV TR1,LOAD,OH
76427765,THEISS 138 KV TR1W,LOAD,OH
76427767,THEISS 138 KV TR1E,LOAD,OH
76427769,MEYERSDA35 KV BERLINWF,GEN,PA
76427771,MEYERSDA35 KV WINDPWR,GEN,PA
76427773,STATHILL34.5 KV FORWRDWF,GEN,PA
76427775,PANDA 13 KV STEAM,GEN,MD
76427777,PANDA 13 KV CTG_A,GEN,MD
76427779,PANDA 13 KV CTG_B,GEN,MD
76427781,CHAMBERS23 KV CCLPGEN,GEN,NJ
76427783,DURBIN 138 KV HIGHLDWF,GEN,WV
76427787,196 KATY34.5 KV TCROPWF,GEN,IL
76427789,FOWLER 34.5 KV FWLR1XWF,GEN,IN
76427791,MEADOWLK34.5 KV MEDWLKWF,GEN,IN
76427793,BSPEAKER13.8 KV 1,GEN,WV
76427795,BSPEAKER13.8 KV 2,GEN,WV
76427797,BSPEAKER13.8 KV 3,GEN,WV
76427799,BSPEAKER13.8 KV 4,GEN,WV
76427801,BSPEAKER13.8 KV 5,GEN,WV
76427803,BSPEAKER13.8 KV 6,GEN,WV
76427805,BELLMEAD13.8 KV GT1,GEN,VA
76427807,BELLMEAD13.8 KV GT2,GEN,VA
76427809,BELLMEAD13.8 KV ST,GEN,VA
76427811,HCF 13.8 KV ST,GEN,VA
76427813,HCF 13.8 KV GT1,GEN,VA
76427815,HCF 13.8 KV GT2,GEN,VA
76427817,HCF 13.8 KV GT3,GEN,VA
76427819,SPRUANCE13.8 KV G1,GEN,VA
76427821,SPRUANCE13.8 KV G2,GEN,VA
76427823,SPRUANCE13.8 KV G3,GEN,VA
76427825,SPRUANCE13.8 KV G4,GEN,VA
76427827,EDGECOMB13.8 KV G1,GEN,NC
76427829,EDGECOMB13.8 KV G2,GEN,NC
77259999,NLONGVW EHV LMP,EHV,WV
78711689,HAWTHORN230 KV T-30,LOAD,NJ
78711691,LINVFT 230 KV PJMVFTLD,LOAD,NJ
78711693,WESTMINT115 KV COL PIPE,LOAD,MD
78711697,MANCHEST230 KV MANCHEST,LOAD,NJ
78711699,PARLIN 230 KV LOAD1,LOAD,NJ
78711701,FOXHILL 230 KV 2BANK,LOAD,PA
78711703,HUNTERST18 KV SS1,LOAD,PA
78711705,HUNTERST18 KV SS2,LOAD,PA
78711707,YORKANA 115 KV MOBILE,LOAD,PA
78711709,AQUASCO 230 KV SMECO1,LOAD,MD
78711711,AQUASCO 230 KV SMECO2,LOAD,MD
78711717,SICKLER 69 KV T3LOAD,LOAD,NJ
78711719,DELA DPL13 KV SWG1415,LOAD,DE
78711721,MTPLEASN138 KV T2LOAD,LOAD,DE
78711723,KEISTERS138 KV T61,LOAD,PA
78711725,PLEASNT 138 KV LD_1,LOAD,WV
78711727,PLEASNT 138 KV LD_2,LOAD,WV
78711729,SPRINGDA138 KV HS LD1,LOAD,PA
78711731,SPRINGDA138 KV HS LD2,LOAD,PA
78711733,SPRINGDA18 KV CT3 AUX,LOAD,PA
78711735,SPRINGDA18 KV CT4 AUX,LOAD,PA
78711737,SPRINGDA18 KV ST5 AUX,LOAD,PA
78711739,109 APTA138 KV TR71 12,LOAD,IL
78711741,539 WVIL138 KV TR74 12,LOAD,IL
78711743,79 SPAUL138 KV LOADTR71,LOAD,IL
78711745,W541 GFX138 KV LOAD1,LOAD,IL
78711747,W541 GFX138 KV LOAD2,LOAD,IL
78711749,WALLEN 138 KV LOAD XT4,LOAD,IN
78711751,WALLEN 138 KV LOAD XT2,LOAD,IN
78711755,SEWICKLY138 KV LOAD2,LOAD,PA
78711773,LINVFT 230 KV PJMVFTGN,GEN,NJ
78711775,BIOENRGY34.5 KV BIOENRGY,GEN,PA
78711777,EVERTSUB34.5 KV ARMENIA,GEN,PA
78711789,BUGGSISL13 KV NUG,GEN,VA
78711791,BUGGSISL13 KV UNIT2,GEN,VA
81436857,LINDENVFEXT LMP,EXT,NJ
83734231,BERGEN 26 KV 26KV-1,LOAD,NJ
83734233,BERGEN 26 KV 26KV-2,LOAD,NJ
83734235,BERGEN 26 KV 26KV-3,LOAD,NJ
83734247,BURLINGT26 KV 26KV-1,LOAD,NJ
83734249,BURLINGT26 KV 26KV-3,LOAD,NJ
83734251,BRTNSVIL138 KV LOAD1,LOAD,PA
83734253,BRTNSVIL138 KV LOAD2,LOAD,PA
83734257,BUENAVIS13 KV LD-XF6,LOAD,MD
83734259,BUENAVIS13 KV LD-XF5,LOAD,MD
83734261,LARRABEE230 KV BK12,LOAD,NJ
83734263,NVRSINK 13.8 KV LOAD1,LOAD,PA
83734265,NVRSINK 13.8 KV LOAD2,LOAD,PA
83734267,WREADING69 KV BK7_LD,LOAD,PA
83734269,WREADING69 KV BK8_LD,LOAD,PA
83734271,WREADING69 KV BK5_LD,LOAD,PA
83734273,WREADING69 KV LNPK_LD1,LOAD,PA
83734275,WREADING69 KV LNPK_LD2,LOAD,PA
83734277,WREADING69 KV CAR_LD,LOAD,PA
83734279,ALTOONA 46 KV SAM_REA,LOAD,PA
83734281,CAMBRIA 46 KV LORETTO,LOAD,PA
83734283,CAMBRIA 46 KV LILLY,LOAD,PA
83734285,CLAYSBUR46 KV PUZZELT,LOAD,PA
83734287,COLLINS446 KV LOAD1,LOAD,PA
83734289,ELDORADO46 KV MEADOWS,LOAD,PA
83734291,ELDORADO46 KV LAUREL_P,LOAD,PA
83734293,ELDORADO46 KV PARKPLZ,LOAD,PA
83734295,GREENWD246 KV EALTOONA,LOAD,PA
83734297,GREENWD246 KV FAIRVIEW,LOAD,PA
83734299,GREENWD246 KV PINECRFT,LOAD,PA
83734301,GREENWD246 KV TIPTON,LOAD,PA
83734303,HOLLIDAY46 KV RODMAN,LOAD,PA
83734305,SUMM PN 46 KV GALITZIN,LOAD,PA
83734307,TYRONEN 46 KV LOAD1,LOAD,PA
83734309,WESTFALL46 KV LOAD1,LOAD,PA
83734311,WESTFALL46 KV HYDRO,LOAD,PA
83734313,QUINTON 69 KV T1_LOAD,LOAD,NJ
83734315,QUINTON 69 KV T2_LOAD,LOAD,NJ
83734317,BLOOMFLD69 KV LOAD,LOAD,DE
83734319,BOZMAN 69 KV LOAD,LOAD,MD
83734321,BOZMAN 69 KV MBLTPL,LOAD,MD
83734323,EDGEMOOR69 KV T7,LOAD,DE
83734325,ROYOAK 69 KV LOAD,LOAD,MD
83734327,ROYOAK 69 KV LOAD1,LOAD,MD
83734329,ROYOAK 69 KV LOAD2,LOAD,MD
83734331,MACARTHR138 KV LOAD1,LOAD,NJ
83734333,MACARTHR138 KV LOAD2,LOAD,NJ
83734341,JUGSTRET138 KV LD-XF1,LOAD,OH
83734343,SBUFFALO34.5 KV T3,LOAD,WV
83734345,SBUFFALO34.5 KV T4,LOAD,WV
83734347,SBUFFALO12 KV T1,LOAD,WV
83734349,SBUFFALO12 KV T2,LOAD,WV
83734351,CLARKVTP115 KV TX1,LOAD,VA
83734353,EPG 35 KV TX1,LOAD,VA
83734355,HAMILTN 34.5 KV LD-XF,LOAD,VA
83734357,GREENWAY34.5 KV TX3,LOAD,VA
83734359,TANGY 69 KV LOAD1,LOAD,OH
83734361,TANGY 69 KV LOAD2,LOAD,OH
83734393,BERGEN 13 KV UNIT 3,GEN,NJ
83734395,MEADOWRD138 KV SOLARMEW,GEN,NJ
83734397,NVRSINK 13.8 KV EVERGREN,GEN,PA
83734399,CUMB AE 13.8 KV CT 2,GEN,NJ
83734401,EAGLEHEA230 KV REICHSLF,GEN,MD
83734403,GRASSYFA34.5 KV BEECHG1,GEN,WV
83734405,GRASSYFA34.5 KV BEECHG2,GEN,WV
83734407,GREENWOO138 KV GREENWD,GEN,VA
83734415,981 CRES138 KV CRIDG2WF,GEN,IL
83734417,CONSTELL13.8 KV 1,GEN,VA
83734419,CONSTELL13.8 KV 2,GEN,VA
83734421,CONSTELL13.8 KV 3,GEN,VA
83734423,CONSTELL13.8 KV 4,GEN,VA
83734425,CONSTELL13.8 KV 5,GEN,VA
83734427,KINGSFRK35 KV KIGFRKLF,GEN,VA
83734429,ARNOLDCR35 KV KGORGELF,GEN,VA
83734491,PTBEACH319 KV BHG2 UN,EXT,WI
87901481,LUMBERTO69 KV LDTEMP,LOAD,NJ
87901483,DLTAPLNT4 KV LOAD,LOAD,PA
87901485,ARCHBTAP13 KV LOAD,LOAD,PA
87901487,HAUTO 69 KV T1,LOAD,PA
87901489,HAUTO 69 KV T2,LOAD,PA
87901491,GREE BC 13 KV LOAD2,LOAD,MD
87901493,GREE BC 13 KV LOAD3,LOAD,MD
87901495,NORTHPT 34 KV 34060LD,LOAD,MD
87901497,NORTHPT 34 KV 34061LD,LOAD,MD
87901499,FLANDERS34.5 KV LDFL,LOAD,NJ
87901501,POHATCON34.5 KV LDPO,LOAD,NJ
87901505,CONAWAY 138 KV T1,LOAD,DE
87901507,BOONSBOR35 KV T3,LOAD,MD
87901509,BOONSBOR35 KV T1,LOAD,MD
87901511,GARRSNV 36.5 KV LOAD,LOAD,VA
87901513,AVON4 115 KV AVON4NCE,LOAD,NC
87901515,NORTH 138 KV T1,LOAD,PA
87901519,BUCKEY 138 KV LDTR1,LOAD,OH
87901521,DAVISBES345 KV TR01,LOAD,OH
87901523,DAVISBES345 KV TR02,LOAD,OH
87901525,MANSFIEL345 KV LDTR2,LOAD,OH
87901527,MANSFIEL345 KV LDTR1,LOAD,PA
87901529,PERRY_FE345 KV LD100,LOAD,OH
87901531,PERRY_FE345 KV LD200,LOAD,OH
87901533,SAMMISFE345 KV CR5,LOAD,OH
87901547,GLOUCEST26 KV PRDISESP,GEN,NJ
87901549,PLAINSBU13 KV CRNBRYSP,GEN,NJ
87901551,DLTAPLNT13.8 KV GEN1,GEN,PA
87901553,DLTAPLNT13.8 KV GEN2,GEN,PA
87901555,DLTAPLNT13.8 KV GEN3,GEN,PA
87901559,ARCHBTAP13 KV PEI 5,GEN,PA
87901561,ARCHBTAP13 KV PEI 6,GEN,PA
87901563,HARWOOD 69 KV SUEZSP,GEN,PA
87901565,HAUTO 69 KV GREENSP,GEN,PA
87901567,CONCRDDP69 KV MUMFORD5,GEN,DE
87901569,MTOLIVE 69 KV WRCETRLF,GEN,MD
87901575,ELLIOTSV34.5 KV SCHSNTWF,GEN,PA
87901577,KELSOGAP138 KV CRITRNWF,GEN,MD
87901595,961 LEE 34.5 KV LEEDKWF1,GEN,IL
87901597,961 LEE 34.5 KV LEEDKWF2,GEN,IL
87901599,961 LEE 34.5 KV LEEDKWF3,GEN,IL
87901601,FOWLER 34.5 KV FWL2-1WF,GEN,IN
87901603,FOWLER 34.5 KV FWL2-2WF,GEN,IN
87901605,FOWLER 34.5 KV FWL2-3WF,GEN,IN
87901607,FOWLER 34.5 KV FWL2-4WF,GEN,IN
87901609,AVONLAK220 KV UN9,GEN,OH
87901623,EASTLAKE24 KV UN5,GEN,OH
87901625,MANSFIEL17 KV UN1,GEN,PA
87901627,MANSFIEL17 KV UN2,GEN,PA
87901629,MANSFIEL17 KV UN3,GEN,PA
87901631,PERRY_FE22 KV PR10,GEN,OH
93353401,DEVILSBR13 KV T-2,LOAD,NJ
93353403,COOPERPE34 KV LOAD,LOAD,PA
93353405,DANVILPL69 KV T1,LOAD,PA
93353407,DANVILPL69 KV T2,LOAD,PA
93353409,SEWARD 115 KV S_U TX,LOAD,PA
93353411,CHALKPT 69 KV LOAD,LOAD,MD
93353413,SMECO 69 KV LOAD,LOAD,MD
93353415,BETHANY 138 KV LOAD,LOAD,DE
93353417,149 WILM138 KV TR71 12,LOAD,IL
93353419,176 STIL138 KV LOAD2,LOAD,IL
93353421,406 NEW 138 KV TR74 12,LOAD,IL
93353423,43 WILDW12.5 KV LOAD,LOAD,IL
93353427,572 GILB138 KV TR71 12,LOAD,IL
93353429,BATTLERU138 KV LOAD,LOAD,WV
93353431,BRUES 69 KV LD5,LOAD,WV
93353433,BRUES 69 KV LD4,LOAD,WV
93353435,C_COL_IR69 KV LD1,LOAD,WV
93353437,COUNTRYS138 KV T1,LOAD,IN
93353439,GEORGEWA69 KV LD1,LOAD,WV
93353441,HAYSBRCH138 KV KENTUCKY,LOAD,KY
93353443,KAMMER2 69 KV LD4,LOAD,WV
93353445,NATRIUM269 KV LD1,LOAD,WV
93353447,SATURN 138 KV INDIANCR,LOAD,IN
93353449,SOFTSHEL138 KV T1,LOAD,KY
93353451,SPORNAEP138 KV CLINELD,LOAD,WV
93353453,TECHDRIV138 KV XT1L,LOAD,VA
93353455,WBELLAI269 KV LD2,LOAD,OH
93353457,BRZYKNOL34.5 KV S1S1,LOAD,VA
93353461,NIVO 36.5 KV T1,LOAD,VA
93353463,NIVO 36.5 KV T2,LOAD,VA
93353465,NWEST 35 KV TX3,LOAD,VA
93353469,LOUISACT13.8 KV G2 SS LD,LOAD,VA
93353471,LOUISACT13.8 KV G3 SS LD,LOAD,VA
93353477,02ANGOLA138 KV TR1,LOAD,OH
93353479,02ANGOLA138 KV TR2,LOAD,OH
93353485,02AYERSV138 KV TR1,LOAD,OH
93353487,02BRUSH 138 KV TR1,LOAD,OH
93353495,02CLINTN138 KV TR71,LOAD,OH
93353497,02CLINTN138 KV TR72,LOAD,OH
93353499,02CRESTW138 KV TR71,LOAD,OH
93353501,02CRESTW138 KV TR72,LOAD,OH
