PNODEID,PNODENAME,PNODETYPE,STATE
32418627,FLATLICK18 KV 1,GEN,OH
32418629,FLATLICK18 KV 2,GEN,OH
32418631,FLATLICK18 KV 3,GEN,OH
32418633,FLATLICK18 KV 4,GEN,OH
32418635,FLATLICK18 KV 5,GEN,OH
32418667,09MONUMT12 KV DIESEL,GEN,OH
32418669,09SIDNEY69 KV DIESEL,GEN,OH
32418727,KILLEN 345 KV KI2,GEN,OH
32418729,KILLEN 345 KV GT1,GEN,OH
32418731,STUART2 345 KV DIESEL,GEN,OH
32418733,STUART2 345 KV ST1_D,GEN,OH
32418735,STUART2 345 KV ST2_D,GEN,OH
32418737,STUART2 345 KV ST3_D,GEN,OH
32418739,STUART2 345 KV ST4_D,GEN,OH
32418741,STUART2 345 KV ST1_C,GEN,OH
32418743,STUART2 345 KV ST2_C,GEN,OH
32418745,STUART2 345 KV ST3_C,GEN,OH
32418747,STUART2 345 KV ST4_C,GEN,OH
32418749,STUART2 345 KV ST1_A,GEN,OH
32418751,STUART2 345 KV ST2_A,GEN,OH
32418753,STUART2 345 KV ST3_A,GEN,OH
32418755,STUART2 345 KV ST4_A,GEN,OH
32418803,CAYUGA2 345 KV CAY2,EXT,IN
32418813,EBEND 345 KV EB2,GEN,OH
32418827,GIBSON2 345 KV UN3,EXT,IN
32418833,MIAMIFOR345 KV MI7,GEN,OH
32418835,MIAMIFOR345 KV MI8,GEN,OH
32418841,NOBLESVI13 KV UN1,EXT,IN
32418871,ZIMMER2 345 KV ZM1_D,GEN,OH
32418873,ZIMMER2 345 KV ZM1_C,GEN,OH
32418875,ZIMMER2 345 KV ZM1_A,GEN,OH
32418971,LEMOYNE218 KV UN1,GEN,OH
32418973,LEMOYNE218 KV UN2,GEN,OH
32418975,LEMOYNE218 KV UN3,GEN,OH
32418977,LEMOYNE218 KV UN4,GEN,OH
32419093,12GR_RV1138 KV GR3,GEN,KY
32419095,12GR_RV1138 KV GR4,GEN,KY
32419097,12GR_RV169 KV GR12,GEN,KY
32419099,12GR_RV169 KV GR2,GEN,KY
32419101,12HAEFLN69 KV HA1,GEN,KY
32419103,12HAEFLN69 KV HA2,GEN,KY
32419105,12HAEFLN69 KV HA3,GEN,KY
32419107,12TYRONE69 KV TY1,GEN,KY
32419109,12TYRONE69 KV TY2,GEN,KY
32419111,12TYRONE69 KV TY3,GEN,KY
32419113,CANERUN 138 KV CA11,GEN,KY
32419115,CANERUN 138 KV CA3,GEN,KY
32419117,CANERUN 138 KV CA4,GEN,KY
32419119,CANERUN 138 KV CA5,GEN,KY
32419121,CANERUN 138 KV CA6,GEN,KY
32419123,EWBROWN 138 KV EW1,GEN,KY
32419125,EWBROWN 138 KV EW10,GEN,KY
32419127,EWBROWN 138 KV EW11,GEN,KY
32419129,EWBROWN 138 KV EW2,GEN,KY
32419131,EWBROWN 138 KV EW3,GEN,KY
32419133,EWBROWN 138 KV EW8,GEN,KY
32419135,EWBROWN 138 KV EW9,GEN,KY
32419137,GHENTLGE345 KV GH2,GEN,KY
32419139,GHENTLGE345 KV GH3,GEN,KY
32419141,GHENTLGE345 KV GH4,GEN,KY
32419143,GHENTLGE138 KV GH1,GEN,KY
32419145,MILLCRE2345 KV MIL1,GEN,KY
32419147,MILLCRE2345 KV MIL2,GEN,KY
32419149,MILLCRE2345 KV MIL3,GEN,KY
32419151,MILLCRE2345 KV MIL4,GEN,KY
32419153,OHIOFALL13 KV OH1,GEN,OH
32419155,OHIOFALL13 KV OH2,GEN,OH
32419157,OHIOFALL13 KV OH3,GEN,OH
32419159,OHIOFALL13 KV OH4,GEN,OH
32419161,OHIOFALL13 KV OH5,GEN,OH
32419163,OHIOFALL13 KV OH6,GEN,OH
32419165,OHIOFALL13 KV OH7,GEN,OH
32419167,OHIOFALL13 KV OH8,GEN,OH
32419169,PADDYSRU13 KV PA11,GEN,KY
32419171,PADDYSRU13 KV PA12,GEN,KY
32419173,SMITH 138 KV SMI1,GEN,KY
32419175,SMITH 138 KV SMI2,GEN,KY
32419177,TRIMBLEC345 KV TR1,GEN,KY
32419179,WATERSID13 KV WA3,GEN,NY
32419181,WATERSID13 KV WA7,GEN,NY
32419183,WATERSID13 KV WA8,GEN,NY
32419187,DUNEACRE138 KV DU7,GEN,IN
32419189,DUNEACRE138 KV DU8,EXT,IN
32419191,MICHIGA2345 KV MC12,EXT,MI
32419195,MICHIGA2138 KV MC3,EXT,MI
32419211,SCHAHFER345 KV SH18,EXT,IN
32419217,CLIFTYCR345 KV CC1,EXT,IN
32419229,KYGERCRE345 KV KY1,EXT,OH
32419329,WHEATLNB13 KV UN1,GEN,VA
32419331,WHEATLNB13 KV UN2,GEN,VA
32419333,21WWVSTA69 KV 21W1,GEN,IN
32419335,21WWVSTA69 KV 21W2,GEN,IN
32419337,RICHMOPK69 KV 21R1,GEN,IN
32419339,RICHMOPK69 KV 21R2,GEN,IN
32419341,SANDERSO138 KV SAN1,GEN,IN
32419343,SANDERSO138 KV SAN2,GEN,IN
32419345,RPMONE 18 KV 1,GEN,OH
32419347,RPMONE 18 KV 2,GEN,OH
32419349,RPMONE 18 KV 3,GEN,OH
32419489,ARNOLD1622 KV NOLD1GUN,EXT,WI
32419523,BVR CH 620 KV RCH52GUN,EXT,WI
32419551,FORBECA6500 KV RBECA2UN,EXT,WI
32419569,IPSCO 634 KV SCOSV9UN,GEN,IL
32419619,PR ISLD620 KV IS32GUN,EXT,WI
32947079,CONOWING13 KV 2WLOAD,LOAD,PA
32947081,CONOWING13 KV COPCOLD,LOAD,PA
32947083,EDDYSTON138 KV 50XFMR,LOAD,PA
32947085,EDDYSTON138 KV 70XFMR,LOAD,PA
32947087,HEATON 230 KV XFMR5,LOAD,PA
32947089,HEATON 230 KV XFMR6,LOAD,PA
32947091,TUNA 13 KV LOAD1,LOAD,PA
32947093,BERWICK 69 KV LOAD2,LOAD,PA
32947095,ELROYPL 69 KV ONE,LOAD,PA
32947099,RAINTREE115 KV LOAD1,LOAD,PA
32947101,ABSECON 69 KV LOAD2,LOAD,NJ
32947103,CEDAR 69 KV LOAD6,LOAD,NJ
32947105,CEDAR 69 KV LOAD7,LOAD,NJ
32947107,CHESTNAE69 KV LOAD1,LOAD,NJ
32947109,MERION 138 KV LOAD1,LOAD,NJ
32947111,MERION 138 KV LOAD2,LOAD,NJ
32947113,SHIPBOTT69 KV T1,LOAD,NJ
32947115,SHIPBOTT69 KV T2,LOAD,NJ
32947117,VALERO 69 KV LOAD1,LOAD,NJ
32947119,VALERO 69 KV LOAD2,LOAD,NJ
32947121,OILCITY 138 KV LOAD1,LOAD,MD
32947123,ANTIETAM138 KV T4,LOAD,MD
32947125,BARNETTS138 KV T1 HREA,LOAD,WV
32947127,BLACKSVI138 KV CONSOL,LOAD,WV
32947129,COLLINSF138 KV T1,LOAD,WV
32947131,COLLINSF138 KV T2,LOAD,WV
32947135,EHAGERST138 KV T2,LOAD,MD
32947137,FRENCHSM138 KV T2,LOAD,WV
32947139,HEATERS 138 KV T2,LOAD,WV
32947141,INWOOD 138 KV T3,LOAD,WV
32947143,PITTMILL138 KV T1 MALL,LOAD,PA
32947147,SEWICKLE138 KV T2,LOAD,PA
32947151,URBANA 230 KV T1,LOAD,MD
32947153,URBANA 230 KV T2,LOAD,MD
32947155,STEELCTY13 KV BETH CT7,GEN,PA
32947157,STEELCTY18 KV BETH 4CC,GEN,PA
32947159,STEELCTY18 KV BETH 8CC,GEN,PA
32947161,PERRYMAN115 KV GENDUMMY,GEN,MD
32947163,VALERO 69 KV MOBIL,GEN,NJ
32947165,GRANDPT 69 KV CHAM5-7,GEN,PA
32947167,GRANDPT 69 KV CHAM8-11,GEN,PA
32947169,BROKAW 138 KV GENDUMMY,EXT,WI
32947171,KEWANEE 138 KV GENDUMMY,EXT,WI
32947173,MARSEILE138 KV GENDUMMY,EXT,IL
32947175,PAWNEE 138 KV GENDUMMY,EXT,IN
32947177,TAZEWEL2345 KV GENDUMMY,EXT,TN
32947179,ARCADIAN345 KV GENDUMMY,EXT,WI
32947181,KENOSHA 26.2 KV GENDUMMY,EXT,WI
32947183,PADDOCK 69 KV GENDUMMY,EXT,WI
32947185,17ROXANA138 KV GENDUMMY,EXT,IL
32947187,MUNSTER2138 KV GENDUMMY,EXT,WI
32947189,STJOHNS 138 KV GENDUMMY,EXT,FL
32947199,DAVNPRT6161 KV GENDUMMY,EXT,IA
33108549,112 WILTEHV LMP,EHV,IL
33108551,167 PLANEHV LMP,EHV,IL
33108553,23 COLLIEHV LMP,EHV,IL
33884077,BRUNSWIC69 KV HART1,LOAD,NJ
33884079,BRUNSWIC69 KV HART2,LOAD,NJ
33884081,PENNSNEC69 KV LOAD1,LOAD,NJ
33884083,SANDHILL69 KV LOAD2,LOAD,NJ
33884085,SANDHILL69 KV LOAD1,LOAD,NJ
33884087,LAWRENCE69 KV LOADY,LOAD,NJ
33884089,LAWRENCE69 KV LOADZ,LOAD,NJ
33884091,LENAPE 35 KV 35-1,LOAD,PA
33884093,LENAPE 35 KV 35-2,LOAD,PA
33884095,MERCK 13 KV LOAD,LOAD,PA
33884097,MONTCO 13 KV LOAD1,LOAD,PA
33884099,NEWPROSP230 KV LOAD2,LOAD,NJ
33884103,VALERO 69 KV LOAD3,LOAD,NJ
33884107,EDGEMOOR138 KV T6,LOAD,DE
33884109,HARESCOR138 KV T2,LOAD,DE
33884111,ENLOW 138 KV T61,LOAD,PA
33884117,HALFWAY 138 KV T3,LOAD,MD
33884119,RIVERTON138 KV T2,LOAD,VA
33884121,146 SAND34.5 KV L13934,LOAD,IL
33884123,570 ELGI138 KV TR74 12,LOAD,IL
33884127,KENWORTH138 KV LOAD1,LOAD,OH
33884129,SBERWICK345 KV LOADTR1,LOAD,OH
33884137,EMUNI 12 KV G3,GEN,MD
33884139,EMUNI 12 KV G2,GEN,MD
33884143,WILLIAM 34 KV WINDFARM,GEN,WV
34508773,AMOS EHV LMP,EHV,WV
34508775,AXTONAEPEHV LMP,EHV,VA
34508777,BAKER EHV LMP,EHV,KY
34508779,BROADFO2EHV LMP,EHV,VA
34508781,CLOVERD2EHV LMP,EHV,VA
34508783,COOK EHV LMP,EHV,MI
34508785,CULLODE2EHV LMP,EHV,WV
34508787,DUMONT2 EHV LMP,EHV,IN
34508789,GAVINAEPEHV LMP,EHV,OH
34508791,HANGING2EHV LMP,EHV,OH
34508793,JACKSONSEHV LMP,EHV,VA
34508795,JEFFERSOEHV LMP,EHV,OH
34508797,JOSHUAF2EHV LMP,EHV,VA
34508799,KAMMER2 EHV LMP,EHV,WV
34508801,MARQUIS2EHV LMP,EHV,OH
34508803,MARYSVI2EHV LMP,EHV,OH
34508805,MOUNTAINEHV LMP,EHV,WV
34508807,NPROCTO2EHV LMP,EHV,OH
34508811,ROCKPOR2EHV LMP,EHV,IN
34508813,SCANTON2EHV LMP,EHV,OH
34508815,SULLIVA2EHV LMP,EHV,IN
34508817,WYOMING2EHV LMP,EHV,WV
34509931,CLOVEROE138 KV GENDUMMY,GEN,OH
34509933,DOEX530 345 KV GENDUMMY,EXT,VA
34509935,STILLWEL345 KV GENDUMMY,EXT,NY
34509939,HUNTIPSI138 KV GENDUMMY,EXT,VA
34511271,NORTHW EXT LMP,EXT,WI
34511275,OVEC EXT LMP,EXT,OH
34511277,NIPSCO EXT LMP,EXT,IL
34511939,AMPOR 138 KV GENDUMMY,GEN,OH
34511941,SHELBYOP138 KV GENDUMMY,GEN,OH
34511943,CODOVER 138 KV GENDUMMY,GEN,OH
34511945,CITYSTMA138 KV GENDUMMY,GEN,OH
34884487,499 WEBE138 KV TR71 12,LOAD,IL
34884489,499 WEBE138 KV TR72 12,LOAD,IL
34884499,3ROCKY 230 KV 230,LOAD,NC
34884747,TILLERY 115 KV 4_TOPOLO,EXT,NC
34885183,ACCA 13 KV TX1,LOAD,VA
34885185,ACCA 13 KV TX2,LOAD,VA
34885187,ACCA 35 KV TX3,LOAD,VA
34885189,ACCA 35 KV TX4,LOAD,VA
34885191,ACCA 35 KV TX5,LOAD,VA
34885193,ALLIED 13 KV TX1,LOAD,VA
34885195,ALLIED 13 KV TX2,LOAD,VA
34885197,ALLIED 13 KV TX3,LOAD,VA
34885199,ALPINE 13 KV TX1,LOAD,VA
34885201,ALPINE 13 KV TX2,LOAD,VA
34885203,ALPINE 13 KV TX3,LOAD,VA
34885205,ALTAVSTA13 KV TX2TLOAD,LOAD,VA
34885207,BAKRSPDP115 KV TX1,LOAD,VA
34885209,BANISTE435 KV BUS2LOAD,LOAD,VA
34885211,BARNJNDP115 KV TX1,LOAD,VA
34885213,BASIN 13 KV TX1,LOAD,VA
34885215,BASIN 35 KV TX3,LOAD,VA
34885217,BASIN 35 KV TX4,LOAD,VA
34885219,BEECHDP 115 KV TX1,LOAD,VA
34885221,BELFLDDP115 KV TX1,LOAD,VA
34885223,BELLWOOD13 KV TX1,LOAD,VA
34885225,BELLWOOD13 KV TX2,LOAD,VA
34885227,BLBRANDP69 KV TX1,LOAD,VA
34885229,BOYDTNDP115 KV TX1,LOAD,VA
34885231,BRINKDP 115 KV TX1,LOAD,VA
34885233,BRODNAX 13 KV TX1,LOAD,VA
34885235,BROWNBOV115 KV TX1,LOAD,VA
34885237,BUCKNGHM35 KV TX1,LOAD,VA
34885241,CARTRFAB115 KV TX2,LOAD,VA
34885243,CARVER 13 KV TX4,LOAD,VA
34885245,CARVER 13 KV TX5,LOAD,VA
34885247,CARVER 13 KV TX6,LOAD,VA
34885249,CARVER 35 KV TX7,LOAD,VA
34885251,CENTRAL 13 KV TX1,LOAD,VA
34885253,CENTRAL 115 KV DRAKBRDP,LOAD,VA
34885255,CENTRLIA13 KV TX1,LOAD,VA
34885257,CENTRLIA13 KV TX2,LOAD,VA
34885259,CHAPARAL230 KV TX1,LOAD,VA
34885261,CHASECTY13 KV TX1,LOAD,VA
34885263,CHATHAM413 KV TX1,LOAD,VA
34885265,CHATHAM469 KV SHOCKODP,LOAD,VA
34885267,CHESTER42 KV SS3,LOAD,VA
34885269,CHESTER44 KV RS6A,LOAD,VA
34885271,CHESTER44 KV RS6B,LOAD,VA
34885273,CHESTER44 KV RSS1,LOAD,VA
34885275,CHESTER44 KV RSS4,LOAD,VA
34885277,CHESTER44 KV RSS7,LOAD,VA
34885279,CHESTER44 KV RSS8,LOAD,VA
34885281,CHESTER44 KV SS4,LOAD,VA
34885283,CHESTER44 KV SS5,LOAD,VA
34885285,CHESTER44 KV SS6,LOAD,VA
34885287,CHESTER44 KV SS7,LOAD,VA
34885289,CHESTER44 KV SS8,LOAD,VA
34885291,CHESTER44 KV SX51,LOAD,VA
34885293,CHESTER44 KV SX52,LOAD,VA
34885295,CHESTER414 KV SX63,LOAD,VA
34885297,CHESTER414 KV SX64,LOAD,VA
34885301,CLARKVIL13 KV BUS,LOAD,VA
34885303,CLIMAXDP69 KV TX1,LOAD,VA
34885305,CLOVER 7 KV RS2A,LOAD,VA
34885307,CLOVER 7 KV RS2B,LOAD,VA
34885309,CLOVER 7 KV SS1,LOAD,VA
34885311,CLOVER 7 KV SS2,LOAD,VA
34885313,CREWE 13 KV TX1,LOAD,VA
34885315,CRSTLHDP115 KV TX1,LOAD,VA
34885317,CURDSVDP115 KV TX1,LOAD,VA
34885319,DANLTNDP69 KV TX1,LOAD,VA
34885321,DISPUTNT115 KV TX1,LOAD,VA
34885323,DOMINION35 KV TX1,LOAD,VA
34885325,DRYBURG 115 KV TX1,LOAD,VA
34885327,DRYBURG 115 KV TX2,LOAD,VA
34885329,DUNNSVIL35 KV TX1,LOAD,VA
34885331,DUPONT4 13 KV TX2,LOAD,VA
34885333,DUPONT4 13 KV TX3,LOAD,VA
34885335,DUPONT4 13 KV TX4,LOAD,VA
34885337,ELMONT4 35 KV TX3,LOAD,VA
34885339,ELMONT4 35 KV TX4,LOAD,VA
34885341,EMPORADP115 KV TX1,LOAD,VA
34885343,EMPORIA 13 KV TX2,LOAD,VA
34885345,ENON4 35 KV TX2,LOAD,VA
34885347,EVINGTDP115 KV TX1,LOAD,VA
34885349,FARMVILL13 KV TX1,LOAD,VA
34885351,FARMVILL13 KV TX2,LOAD,VA
34885353,FARMVILL35 KV TX3,LOAD,VA
34885355,FORTLEE 13 KV TX1,LOAD,VA
34885357,FORTLEE 13 KV TX2,LOAD,VA
34885359,FOURRIVR230 KV COOP,LOAD,VA
34885361,FREEMNDP115 KV TX1,LOAD,VA
34885363,FTPICKET13 KV TX1,LOAD,VA
34885365,FTPICKET115 KV DP,LOAD,VA
34885367,GARNERDP115 KV TX1,LOAD,VA
34885369,GARYDP 115 KV TX1,LOAD,VA
34885371,GASBRGDP69 KV TX1,LOAD,VA
34885373,GLADYSDP69 KV TX1,LOAD,VA
34885375,GREENWDP115 KV TX1,LOAD,VA
34885377,GRETNA 13 KV TX1,LOAD,VA
34885379,GRETNADP69 KV TX1,LOAD,VA
34885381,GRITDP 115 KV TX1,LOAD,VA
34885383,HALIFXDP115 KV TX1,LOAD,NC
34885385,HALIFXWR115 KV TX1,LOAD,VA
34885387,HANOVER413 KV TX1,LOAD,VA
34885389,HANOVER435 KV TX2,LOAD,VA
34885393,HARMONYV35 KV TX3,LOAD,VA
34885395,HARVELL 13 KV TX1,LOAD,VA
34885397,HARVELL 13 KV TX2,LOAD,VA
34885399,HARWGATE13 KV TX1,LOAD,VA
34885401,HARWGATE13 KV TX2,LOAD,VA
34885403,HARWGATE35 KV TX3,LOAD,VA
34885405,HAYES 35 KV TX1,LOAD,VA
34885407,HAYES 35 KV TX2,LOAD,VA
34885409,HICKGRDP115 KV TX1,LOAD,VA
34885411,HOOPERDP115 KV TX1,LOAD,VA
34885413,HOPEWEL435 KV TX1,LOAD,VA
34885415,HOPEWEL435 KV TX2,LOAD,VA
34885417,HOPEWEL435 KV TX7,LOAD,VA
34885419,HUBER 115 KV TX1,LOAD,VA
34885421,HULLSTR 35 KV TX1,LOAD,VA
34885423,HULLSTR 35 KV TX2,LOAD,VA
34885425,HULLSTR 35 KV TX3,LOAD,VA
34885427,ICI 13 KV TX1,LOAD,VA
34885429,ICI 13 KV TX2,LOAD,VA
34885431,IRONBRI435 KV TX1,LOAD,VA
34885433,IRONBRI435 KV TX2,LOAD,VA
34885435,IRONBRI435 KV TX3,LOAD,VA
34885437,ISLCRKDP115 KV TX1,LOAD,VA
34885439,IVOR 115 KV TX1,LOAD,VA
34885441,JARRATT 115 KV TX1,LOAD,VA
34885443,JARRATT 115 KV TX2,LOAD,VA
34885445,JARRATT 115 KV TX3,LOAD,VA
34885447,JARRATT 115 KV TX4,LOAD,VA
34885449,JETERSVL35 KV TX1,LOAD,VA
34885451,JONESTDP69 KV TX1,LOAD,VA
34885453,KDOMINDP115 KV TX1,LOAD,VA
34885455,KENBRIDG13 KV TX1,LOAD,VA
34885457,KERRDP 115 KV TX1,LOAD,VA
34885459,KEVLAR 13 KV TX1,LOAD,VA
34885461,KEVLAR 13 KV TX2,LOAD,VA
34885463,KINDERTN13 KV TX1,LOAD,VA
34885465,KINGSLND115 KV TX1,LOAD,VA
34885467,KINGSLND115 KV TX2,LOAD,VA
34885469,KLOPMAN 69 KV TX1,LOAD,VA
34885471,LAKESID413 KV TX7,LOAD,VA
34885473,LAKESID413 KV TX9,LOAD,VA
34885475,LAKESID435 KV TX2,LOAD,VA
34885477,LAKESID435 KV TX3,LOAD,VA
34885479,LANCASTR13 KV TX1,LOAD,VA
34885481,LANCASTR35 KV TX2,LOAD,VA
34885483,LANCASTR35 KV TX3,LOAD,VA
34885489,LOCKS 13 KV TX1,LOAD,VA
34885491,LOCKS 13 KV TX2,LOAD,VA
34885493,LOCKS 35 KV TX4,LOAD,VA
34885495,LOCKS 35 KV TX6TLOAD,LOAD,VA
34885497,MANCHSTR13 KV TX2,LOAD,VA
34885499,MANCHSTR13 KV TX3,LOAD,VA
34885501,MANCHSTR115 KV TX1,LOAD,VA
34885503,MARGARTV115 KV TX1,LOAD,NC
34885505,MARLBORO35 KV TX1,LOAD,VA
34885507,MARLBORO35 KV TX2,LOAD,VA
34885509,MAURYST 115 KV TX1,LOAD,VA
34885511,MDSNVLDP115 KV TX1,LOAD,VA
34885513,METCALF 13 KV TX1,LOAD,VA
34885515,MIDLOTH 35 KV TX1,LOAD,VA
34885517,MIDLOTH 35 KV TX5,LOAD,VA
34885519,MORANDP 115 KV TX1,LOAD,VA
34885521,MTAIRYDP69 KV TX1,LOAD,VA
34885523,MTLAURE413 KV TX1,LOAD,VA
34885525,MTNROAD 35 KV TX1,LOAD,VA
34885527,MTNROAD 35 KV TX2,LOAD,VA
34885529,NANNA4 22 KV SS1,LOAD,VA
34885531,NANNA4 22 KV SS2,LOAD,VA
34885533,NANNA4 35 KV RSS1,LOAD,VA
34885535,NANNA4 35 KV RSS2,LOAD,VA
34885537,NANNA4 35 KV RSS3,LOAD,VA
34885539,NATCYL 115 KV TX1,LOAD,VA
34885541,NATWELDR230 KV TX1,LOAD,VA
34885543,NBOHEMDP115 KV TX1,LOAD,VA
34885545,NDOSWLDP115 KV TX1,LOAD,VA
34885547,NEAST 13 KV TX1,LOAD,VA
34885549,NEAST 13 KV TX3,LOAD,VA
34885551,NEAST 35 KV TX5,LOAD,VA
34885553,NEAST 35 KV TX6,LOAD,VA
34885555,NPOLE 35 KV TX1,LOAD,VA
34885557,NRTHNECK13 KV SH1,LOAD,VA
34885559,NRTHNECK35 KV TX1,LOAD,VA
34885561,NRTHNECK35 KV TX5,LOAD,VA
34885563,NUTBSHDP115 KV TX1,LOAD,VA
34885565,NVIEWDP 115 KV TX1,LOAD,VA
34885567,NWEST 13 KV TX7TLOAD,LOAD,VA
34885569,NWEST 13 KV TX9,LOAD,VA
34885571,NWEST 35 KV TX1,LOAD,VA
34885573,NWEST 35 KV TX2,LOAD,VA
34885575,OLDCHRCH35 KV TX1,LOAD,VA
34885577,OMEGADP 115 KV TX1,LOAD,VA
34885579,OTTERRIV13 KV TX1,LOAD,VA
34885581,OTTERRIV13 KV TX2,LOAD,VA
34885583,PAMPLIN 35 KV TX1,LOAD,VA
34885585,PAMPLIN 35 KV TX3,LOAD,VA
34885587,PAPERMIL35 KV TX1,LOAD,VA
34885589,PCHAPEL 13 KV TX1,LOAD,NC
34885591,PEARSON 35 KV TX1,LOAD,VA
34885593,PERTH 35 KV TX1,LOAD,VA
34885595,PERTH 35 KV TX2,LOAD,VA
34885597,PIPELINE115 KV TX1,LOAD,VA
34885599,PLAZA 13 KV TX1,LOAD,VA
34885601,PLAZA 13 KV TX3,LOAD,VA
34885603,PLAZA 35 KV TX5,LOAD,VA
34885605,PLESNTH4115 KV TX1,LOAD,NC
34885607,POE 35 KV TX3,LOAD,VA
34885609,POE 35 KV TX4,LOAD,VA
34885611,PORTERST115 KV TX1,LOAD,VA
34885613,POWHATAN35 KV TX1,LOAD,VA
34885615,POWHATAN35 KV TX2,LOAD,VA
34885617,PROVFORG35 KV TX1,LOAD,VA
34885619,REAMSDP 115 KV TX1,LOAD,VA
34885621,REDHSEDP115 KV TX1,LOAD,VA
34885623,REEDYCRK35 KV TX2,LOAD,VA
34885625,REYMET 115 KV TX1,LOAD,VA
34885627,RIVERRD 13 KV TX1,LOAD,VA
34885629,RIVERRD 13 KV TX2,LOAD,VA
34885631,RIVERRD 35 KV TX3,LOAD,VA
34885633,RIVERRD 35 KV TX4,LOAD,VA
34885635,SANDERDP230 KV TX1,LOAD,VA
34885637,SAPONY 35 KV TX1,LOAD,VA
34885639,SAPONY 35 KV TX2,LOAD,VA
34885641,SHACKLFD35 KV TX1,LOAD,VA
34885643,SHOCKOE 13 KV TX1,LOAD,VA
34885645,SHOCKOE 13 KV TX2,LOAD,VA
34885647,SHOCKOE 35 KV TX3,LOAD,VA
34885649,SHOCKOE 35 KV TX4,LOAD,VA
34885651,SHORTPMP35 KV TX1,LOAD,VA
34885653,SHORTPMP35 KV TX2,LOAD,VA
34885655,SHORTPMP35 KV TX3,LOAD,VA
34885657,SINAI 13 KV TX1,LOAD,VA
34885659,SOBOSTON13 KV TX1,LOAD,VA
34885661,SOBOSTON13 KV TX2,LOAD,VA
34885663,SOUTHILL13 KV TX1,LOAD,VA
34885665,SOUTHILL13 KV TX2,LOAD,VA
34885667,STHCREEK35 KV TX2,LOAD,VA
34885669,STHWEST 35 KV TX4,LOAD,VA
34885671,STHWEST 35 KV TX5,LOAD,VA
34885673,STRATFRD13 KV TX1,LOAD,VA
34885675,STRATFRD13 KV TX2,LOAD,VA
34885677,TEMPLEAV35 KV TX1,LOAD,VA
34885679,TRABUE4 35 KV TX1,LOAD,VA
34885681,TREGO 115 KV TX1,LOAD,VA
34885683,TURNER4 35 KV TX1,LOAD,VA
34885685,TURNER4 35 KV TX2,LOAD,VA
34885687,TWELFTHS13 KV TX6,LOAD,VA
34885689,TWELFTHS13 KV TX7,LOAD,VA
34885691,TWELFTHS35 KV TX1,LOAD,VA
34885693,TWELFTHS35 KV TX2,LOAD,VA
34885695,TWITTYCK35 KV TX1,LOAD,VA
34885697,TYLER 13 KV TX1,LOAD,VA
34885699,TYLER 35 KV TX2,LOAD,VA
34885701,VICTORDP115 KV TX1,LOAD,VA
34885703,VICTORIA115 KV TX1,LOAD,VA
34885705,WAKFIELD35 KV TX1,LOAD,VA
34885707,WAKFIELD35 KV TX2,LOAD,VA
34885709,WALTHALL115 KV TX1,LOAD,VA
34885711,WAN 35 KV TX1,LOAD,VA
34885713,WAN 35 KV TX2,LOAD,VA
34885715,WAVERLY413 KV TX1,LOAD,VA
34885717,WAVERLY413 KV TX2,LOAD,VA
34885719,WAVLYNO2115 KV TX1,LOAD,VA
34885721,WECO 13 KV TX1,LOAD,VA
34885723,WECO 13 KV TX2,LOAD,VA
34885725,WELCO 13 KV TX1,LOAD,VA
34885727,WELCO 35 KV TX2,LOAD,VA
34885729,WHITEOA413 KV TX1,LOAD,VA
34885731,WHITEOA413 KV TX2,LOAD,VA
34885733,WHITESTN13 KV TX1,LOAD,VA
34885735,WINTERPK35 KV TX1,LOAD,VA
34885737,WINTERPK35 KV TX2,LOAD,VA
34885739,WSTPOINT35 KV TX1,LOAD,VA
34885741,WSTPOINT35 KV TX2,LOAD,VA
34885743,ALEXANDC13 KV TX1,LOAD,VA
34885745,AMPHIBAS115 KV TX1,LOAD,VA
34885747,AMPHIBAS115 KV TX2,LOAD,VA
34885749,BAINSTOR35 KV TX1,LOAD,VA
34885751,BAYSIDE 13 KV TX3,LOAD,VA
34885753,BAYSIDE 35 KV TX2,LOAD,VA
34885755,BERKLEY 115 KV TX2,LOAD,VA
34885757,BERKLEY 115 KV TX3,LOAD,VA
34885759,BLOXOMSC22 KV TX1,LOAD,VA
34885761,BLOXOMSC22 KV TX2,LOAD,VA
34885765,BOYKINS 35 KV TX1,LOAD,VA
34885767,BURTON 35 KV TX1,LOAD,VA
34885769,CHESAPKE2 KV SS1,LOAD,VA
34885771,CHESAPKE2 KV SS2,LOAD,VA
34885773,CHESAPKE2 KV SS4,LOAD,VA
34885775,CHESAPKE4 KV ARS3,LOAD,VA
34885777,CHESAPKE4 KV ARS5,LOAD,VA
34885779,CHESAPKE4 KV RSS1,LOAD,VA
34885781,CHESAPKE4 KV RSS4,LOAD,VA
34885783,CHESAPKE4 KV SS3,LOAD,VA
34885787,CHRCHLND13 KV TX4,LOAD,VA
34885791,CHRCHLND35 KV TX6,LOAD,VA
34885793,COLONY 13 KV TX1,LOAD,VA
34885795,COLONY 35 KV TX2,LOAD,VA
34885797,COLONY 35 KV TX3,LOAD,VA
34885799,COMNATGS115 KV TX1,LOAD,VA
34885801,COPELDPK22 KV TX1,LOAD,VA
34885803,COPELDPK22 KV TX2,LOAD,VA
34885805,CORECTNL35 KV TX1,LOAD,VA
